sales_price,property_class,month,day,neighborhood
215000,Dwelling,1,31,Pleasant Valley
428000,Dwelling,1,31,Quiet Hill
310000,Dwelling,1,31,Pleasant Valley
239000,Dwelling,1,31,Serene Creek
412000,Dwelling,1,31,Peaceful Glen
5539,Mobile Home,1,31,Serene Creek
62000,Mobile Home,1,31,Pleasant Valley
389900,Dwelling,1,30,Pleasant Valley
420000,Dwelling,1,30,Peaceful Glen
290000,Dwelling,1,30,Pleasant Valley
324900,Dwelling,1,30,Peaceful Glen
140000,Mobile Home,1,30,Quiet Hill
300000,Dwelling,1,29,Pleasant Valley
898000,Dwelling,1,26,Quiet Hill
258000,Dwelling,1,26,Pleasant Valley
80000,Dwelling,1,26,Quiet Hill
349000,Dwelling,1,26,Peaceful Glen
184000,Mobile Home,1,26,Peaceful Glen
295000,Dwelling,1,26,Serene Creek
625000,Dwelling,1,25,Peaceful Glen
699900,Dwelling,1,25,Pleasant Valley
165500,Dwelling,1,25,Serene Creek
304898,Dwelling,1,24,Peaceful Glen
539019,Dwelling,1,23,Serene Creek
1000000,Commercial,1,22,Pleasant Valley
349000,Dwelling,1,22,Peaceful Glen
180000,Mobile Home,1,19,Serene Creek
1550000,Dwelling,1,19,Pleasant Valley
335000,Dwelling,1,19,Peaceful Glen
425000,Dwelling,1,18,Pleasant Valley
185000,Dwelling,1,18,Pleasant Valley
539000,Dwelling,1,18,Serene Creek
333530,Dwelling,1,18,Peaceful Glen
349000,Dwelling,1,17,Serene Creek
500000,Dwelling,1,17,Peaceful Glen
290000,Dwelling,1,17,Serene Creek
440000,Dwelling,1,17,Serene Creek
255000,Dwelling,1,17,Quiet Hill
365000,Dwelling,1,16,Pleasant Valley
18500,Mobile Home,1,15,Pleasant Valley
350000,Dwelling,1,12,Pleasant Valley
521500,Dwelling,1,12,Pleasant Valley
670000,Dwelling,1,12,Pleasant Valley
860000,Dwelling,1,12,Pleasant Valley
290500,Dwelling,1,12,Pleasant Valley
315000,Dwelling,1,12,Pleasant Valley
375000,Dwelling,1,12,Peaceful Glen
273000,Dwelling,1,12,Serene Creek
399000,Dwelling,1,12,Serene Creek
530000,Dwelling,1,12,Pleasant Valley
333000,Dwelling,1,11,Quiet Hill
173000,Dwelling,1,11,Serene Creek
288000,Dwelling,1,11,Serene Creek
515000,Dwelling,1,11,Pleasant Valley
315000,Commercial,1,11,Serene Creek
445000,Dwelling,1,11,Serene Creek
438000,Dwelling,1,11,Serene Creek
115000,Dwelling,1,10,Quiet Hill
417000,Dwelling,1,10,Serene Creek
430000,Dwelling,1,10,Pleasant Valley
263000,Dwelling,1,10,Peaceful Glen
21769,Mobile Home,1,10,Pleasant Valley
225000,Mobile Home,1,9,Quiet Hill
264900,Dwelling,1,9,Peaceful Glen
49950,Mobile Home,1,9,Serene Creek
1501000,Commercial,1,8,Serene Creek
164900,Mobile Home,1,8,Quiet Hill
287000,Dwelling,1,5,Serene Creek
354500,Dwelling,1,5,Pleasant Valley
500000,Dwelling,1,5,Pleasant Valley
400000,Dwelling,1,5,Pleasant Valley
537500,Dwelling,1,5,Serene Creek
675000,Dwelling,1,5,Peaceful Glen
300000,Dwelling,1,5,Peaceful Glen
4146560,Commercial,1,4,Pleasant Valley
700000,Commercial,1,4,Quiet Hill
495000,Dwelling,1,4,Pleasant Valley
258000,Dwelling,1,4,Quiet Hill
447000,Dwelling,1,4,Peaceful Glen
373500,Dwelling,1,4,Peaceful Glen
245000,Dwelling,1,2,Pleasant Valley
291500,Dwelling,1,2,Pleasant Valley
340000,Dwelling,1,2,Pleasant Valley
250000,Dwelling,1,2,Pleasant Valley
